Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,11501.849609375,11522.009765625,11305.6904296875,11357.509765625,11357.509765625,169750000
2000-01-04,11349.75,11350.0595703125,10986.4501953125,10997.9296875,10997.9296875,178420000
2000-01-05,10989.3701171875,11215.099609375,10938.669921875,11122.650390625,11122.650390625,203190000
2000-01-06,11113.3701171875,11313.4501953125,11098.4501953125,11253.259765625,11253.259765625,176550000
2000-01-07,11247.0595703125,11528.1396484375,11239.919921875,11522.5595703125,11522.5595703125,184900000
2000-01-10,11532.48046875,11638.2802734375,11532.48046875,11572.2001953125,11572.2001953125,168180000
2000-01-11,11568.4697265625,11663.099609375,11502.7001953125,11511.080078125,11511.080078125,177300000
2000-01-12,11506.73046875,11612.5302734375,11505.1796875,11551.099609375,11551.099609375,194060000
2000-01-13,11558.240234375,11656.580078125,11524.1103515625,11582.4296875,11582.4296875,174910000
2000-01-14,11619.349609375,11750.2802734375,11612.5302734375,11722.98046875,11722.98046875,266830000
2000-01-18,11719.1904296875,11720.1201171875,11546.4501953125,11560.7197265625,11560.7197265625,200220000
2000-01-19,11535.240234375,11574.6796875,11456.009765625,11489.3603515625,11489.3603515625,193090000
2000-01-20,11490.2900390625,11558.7001953125,11274.98046875,11351.2998046875,11351.2998046875,191230000
2000-01-21,11356.259765625,11387.599609375,11232.48046875,11251.7099609375,11251.7099609375,205840000
2000-01-24,11251.9404296875,11366.5,10917.26953125,11008.169921875,11008.169921875,202740000
2000-01-25,11010.9599609375,11079.51953125,10883.4501953125,11029.8896484375,11029.8896484375,209230000
2000-01-26,11025.849609375,11131.0302734375,11002.580078125,11032.990234375,11032.990234375,188840000
2000-01-27,11035.5498046875,11164.1396484375,10915.400390625,11028.01953125,11028.01953125,194280000
2000-01-28,11024.919921875,11024.919921875,10735.76953125,10738.8701171875,10738.8701171875,183090000
2000-01-31,10735.76953125,10956.669921875,10701.6396484375,10940.5302734375,10940.5302734375,191880000
2000-02-01,10937.740234375,11073.3203125,10907.9599609375,11041.0498046875,11041.0498046875,183110000
2000-02-02,11037.6396484375,11118.9296875,10987.0703125,11003.2001953125,11003.2001953125,164170000
2000-02-03,11010.48046875,11079.51953125,10842.259765625,11013.4404296875,11013.4404296875,178630000
2000-02-04,11014.3701171875,11089.4501953125,10943.01953125,10963.7998046875,10963.7998046875,166590000
2000-02-07,10965.9697265625,10970.9404296875,10846.2197265625,10905.7900390625,10905.7900390625,145660000
